ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT,ITEM_CATEGORY_L2,ITEM_CATEGORY_L1,ITEM_PRICE,ITEM_PRODUCT_NAME,ITEM_PRODUCT_DESCRIPTION,Contact ID,OCCURREDAT
629a89c1-8cd2-4629-93ab-85a3502a050f,4515,ViewCart,1701606534,Yes,centerpiece,floral,52,Vibrant Centerpiece Bouquet,"Gorgeous bouquet of sustainably grown roses, lilies, and hydrangeas, artfully arranged by florists. Vibrant, seasonal blooms brighten any occasion and make an elegant centerpiece for your table.",16859,12/3/23
bb17aef4-a862-4f3f-bf77-fd2721743698,4515,ViewCart,1702739747,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16859,12/16/23
bb17aef4-a862-4f3f-bf77-fd2721743698,4515,ViewCart,1703671889,Yes,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16859,12/27/23
5e8a2b0f-899c-4061-a8d1-97cad4347803,4515,ViewCart,1704675974,Yes,bracelet,jewelry,134,Sleek Stainless Steel Men's Bracelet,"The Swell Stainless Steel Bracelet is a sleek and stylish accessory for the modern man. Its polished metal design adds subtle sophistication to any outfit, whether casual or formal. This versatile piece secures comfortably around the wrist while exhibiting refined, luxurious flair.",16859,1/8/24
f1458cf0-e8a8-46f8-981a-5e0b74c87e92,4515,ViewCart,1705125873,Yes,necklace,jewelry,47,Sleek Silver Curb Chain Necklace,"Expertly crafted sterling silver curb chain necklace featuring sleek interlocking oval links. An elegantly understated 20"" mens accessory that adds subtle sophistication and shine to any outfit.",16859,1/13/24
5e8a2b0f-899c-4061-a8d1-97cad4347803,4515,ViewCart,1706149091,Yes,bracelet,jewelry,134,Sleek Stainless Steel Men's Bracelet,"The Swell Stainless Steel Bracelet is a sleek and stylish accessory for the modern man. Its polished metal design adds subtle sophistication to any outfit, whether casual or formal. This versatile piece secures comfortably around the wrist while exhibiting refined, luxurious flair.",16859,1/25/24
49f48b44-2a8e-4922-b2ff-2ff8c52b43f3,4515,ViewCart,1706908753,Yes,wreath,floral,57,Blooming Wreath for Marital Bliss,"Celebrate your special day with this organic floral wreath. Lovingly handcrafted with seasonal blossoms, this wreath's lush circular arrangement beautifully symbolizes your commitment and new beginnings.",16859,2/2/24
642a675e-49e1-477a-97d8-6852380988b2,4516,StartCheckout,1703849540,No,bracelet,jewelry,146,Stylish Bracelet for Refined Men,"This stylish and sophisticated men's bracelet adds a refined yet modern accent to any look. Expertly crafted with quality materials and elegant detailing, it's a versatile accessory that completes both casual and formal attire.",18256,12/29/23
2b1a78db-aab8-41e1-b8e4-9582c886124b,4516,View,1701867118,No,bathing,beauty,64,Plush Cotton Spa Towel,"Pamper yourself with the rich, plush softness of our Luxury Cotton Bath Towel. Its ultra-absorbent cotton gently caresses your skin, turning after-shower drying into a luxurious spa-like experience.",18256,12/6/23
2b1a78db-aab8-41e1-b8e4-9582c886124b,4516,View,1701867127,No,bathing,beauty,64,Plush Cotton Spa Towel,"Pamper yourself with the rich, plush softness of our Luxury Cotton Bath Towel. Its ultra-absorbent cotton gently caresses your skin, turning after-shower drying into a luxurious spa-like experience.",18256,12/6/23
