ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT,ITEM_CATEGORY_L2,ITEM_CATEGORY_L1,ITEM_PRICE,ITEM_PRODUCT_NAME,ITEM_PRODUCT_DESCRIPTION,Contact ID,OCCURREDAT
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1706078824,Yes,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,1/24/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1706078834,Yes,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,1/24/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706110512,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/24/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706110519,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/24/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706110533,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/24/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706204105,Yes,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/25/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706204121,Yes,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/25/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706204128,Yes,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/25/24
5858c342-2d79-4abe-91b4-d794c16b96d1,2703,View,1706512170,Yes,bathing,beauty,18,Plush Cotton Bath Towel,"Indulge in luxurious softness with this plush, generously sized cotton terry bath towel. Its ultra-absorbent weave gently dries your skin after bathing, providing a little everyday luxury to refresh your daily routine.",16601,1/29/24
5858c342-2d79-4abe-91b4-d794c16b96d1,2703,View,1706512186,Yes,bathing,beauty,18,Plush Cotton Bath Towel,"Indulge in luxurious softness with this plush, generously sized cotton terry bath towel. Its ultra-absorbent weave gently dries your skin after bathing, providing a little everyday luxury to refresh your daily routine.",16601,1/29/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706515002,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/29/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706515008,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/29/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706515022,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/29/24
49f48b44-2a8e-4922-b2ff-2ff8c52b43f3,2703,View,1706660714,No,wreath,floral,57,Blooming Wreath for Marital Bliss,"Celebrate your special day with this organic floral wreath. Lovingly handcrafted with seasonal blossoms, this wreath's lush circular arrangement beautifully symbolizes your commitment and new beginnings.",16601,1/31/24
49f48b44-2a8e-4922-b2ff-2ff8c52b43f3,2703,View,1706660732,No,wreath,floral,57,Blooming Wreath for Marital Bliss,"Celebrate your special day with this organic floral wreath. Lovingly handcrafted with seasonal blossoms, this wreath's lush circular arrangement beautifully symbolizes your commitment and new beginnings.",16601,1/31/24
49f48b44-2a8e-4922-b2ff-2ff8c52b43f3,2703,View,1706660738,No,wreath,floral,57,Blooming Wreath for Marital Bliss,"Celebrate your special day with this organic floral wreath. Lovingly handcrafted with seasonal blossoms, this wreath's lush circular arrangement beautifully symbolizes your commitment and new beginnings.",16601,1/31/24
48df38ab-80a3-41c8-892c-97d8fb701f84,2703,View,1706776327,No,bouquet,floral,115,Breathtaking Bridal Bouquet,Presenting our exquisite Wedding Bouquet of seasonal blooms. This hand-crafted floral arrangement features an artful composition of soft romantic blooms in elegant ivory and blush tones. The perfect centerpiece for your special day.,16601,2/1/24
48df38ab-80a3-41c8-892c-97d8fb701f84,2703,View,1706776339,No,bouquet,floral,115,Breathtaking Bridal Bouquet,Presenting our exquisite Wedding Bouquet of seasonal blooms. This hand-crafted floral arrangement features an artful composition of soft romantic blooms in elegant ivory and blush tones. The perfect centerpiece for your special day.,16601,2/1/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706784144,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,2/1/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706784152,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,2/1/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706830018,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,2/1/24
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,View,1706830028,No,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,2/1/24
5858c342-2d79-4abe-91b4-d794c16b96d1,2703,View,1707053506,No,bathing,beauty,18,Plush Cotton Bath Towel,"Indulge in luxurious softness with this plush, generously sized cotton terry bath towel. Its ultra-absorbent weave gently dries your skin after bathing, providing a little everyday luxury to refresh your daily routine.",16601,2/4/24
5858c342-2d79-4abe-91b4-d794c16b96d1,2703,View,1707053522,No,bathing,beauty,18,Plush Cotton Bath Towel,"Indulge in luxurious softness with this plush, generously sized cotton terry bath towel. Its ultra-absorbent weave gently dries your skin after bathing, providing a little everyday luxury to refresh your daily routine.",16601,2/4/24
d58cc491-e8ad-4f31-b6d5-4bcf417b40bd,2703,View,1707105090,No,necklace,jewelry,144,Sleek Modern Statement Necklace,Sleek and modern Ultracool necklace features a lightweight yet durable design in neutral tones. An eye-catching accessory that elevates any outfit. Expertly crafted for everyday wear.,16601,2/5/24
d58cc491-e8ad-4f31-b6d5-4bcf417b40bd,2703,View,1707105097,No,necklace,jewelry,144,Sleek Modern Statement Necklace,Sleek and modern Ultracool necklace features a lightweight yet durable design in neutral tones. An eye-catching accessory that elevates any outfit. Expertly crafted for everyday wear.,16601,2/5/24
1e58593d-6395-41ca-9fb0-a9607337ce18,2703,View,1707357703,No,grooming,beauty,84,Gentle Toothbrush for Healthier Smiles,"Our Soft Toothbrush gently massages gums while sweeping away plaque with soft, tightly packed bristles. Thoughtfully angled for easy maneuvering, it provides a thorough clean for brighter, healthier teeth and gums.",16601,2/8/24
1e58593d-6395-41ca-9fb0-a9607337ce18,2703,View,1707357711,No,grooming,beauty,84,Gentle Toothbrush for Healthier Smiles,"Our Soft Toothbrush gently massages gums while sweeping away plaque with soft, tightly packed bristles. Thoughtfully angled for easy maneuvering, it provides a thorough clean for brighter, healthier teeth and gums.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707364053,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707364062,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707364072,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707435161,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707435170,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
20fb1207-9bb2-4e68-9d86-b0368d55c82f,2703,View,1707435186,No,wreath,floral,97,Festive Evergreen Wreath,"Crafted from evergreen boughs and festive accents, our handmade Christmas wreath infuses your home with the magical aromas of the season. This sustainable, organic decoration spreads cheer as a traditional symbol of the holidays.",16601,2/8/24
48df38ab-80a3-41c8-892c-97d8fb701f84,2703,ViewCart,1703191857,No,bouquet,floral,115,Breathtaking Bridal Bouquet,Presenting our exquisite Wedding Bouquet of seasonal blooms. This hand-crafted floral arrangement features an artful composition of soft romantic blooms in elegant ivory and blush tones. The perfect centerpiece for your special day.,16601,12/21/23
bb17aef4-a862-4f3f-bf77-fd2721743698,2703,ViewCart,1705238072,Yes,centerpiece,floral,106,Vibrant Centerpiece Bouquet,Our sustainably grown Centerpiece floral arrangement makes a stunning table focal point. This gorgeous bouquet of seasonal blooms like roses and lilies brings together diverse colors and shapes to brighten any occasion.,16601,1/14/24
5858c342-2d79-4abe-91b4-d794c16b96d1,2703,ViewCart,1707053508,No,bathing,beauty,18,Plush Cotton Bath Towel,"Indulge in luxurious softness with this plush, generously sized cotton terry bath towel. Its ultra-absorbent weave gently dries your skin after bathing, providing a little everyday luxury to refresh your daily routine.",16601,2/4/24
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,StartCheckout,1703241797,Yes,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,12/22/23
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,StartCheckout,1706839344,No,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,2/2/24
a47d8064-2c40-408e-8aca-e27e416d22b9,2704,View,1701671231,Yes,kitchen,housewares,64,Elegant White Porcelain Dinner Plates,Brighten your table with these elegant yet durable white porcelain dinner plates. Their timeless round shape and smooth glazed finish add simple sophistication for both everyday and special occasions.,12938,12/4/23
a47d8064-2c40-408e-8aca-e27e416d22b9,2704,View,1701671237,Yes,kitchen,housewares,64,Elegant White Porcelain Dinner Plates,Brighten your table with these elegant yet durable white porcelain dinner plates. Their timeless round shape and smooth glazed finish add simple sophistication for both everyday and special occasions.,12938,12/4/23
a4fce4bd-5073-4434-ae7b-da6a4734708b,2704,View,1701807354,Yes,easter,seasonal,58,Hoppy Easter Treats,Celebrate the joy of Spring with this festive assortment of Easter candies and chocolates. This colorful collection of scrumptious seasonal treats promises holiday cheer for the whole family.,12938,12/5/23
a4fce4bd-5073-4434-ae7b-da6a4734708b,2704,View,1701807363,Yes,easter,seasonal,58,Hoppy Easter Treats,Celebrate the joy of Spring with this festive assortment of Easter candies and chocolates. This colorful collection of scrumptious seasonal treats promises holiday cheer for the whole family.,12938,12/5/23
a4fce4bd-5073-4434-ae7b-da6a4734708b,2704,View,1701807371,Yes,easter,seasonal,58,Hoppy Easter Treats,Celebrate the joy of Spring with this festive assortment of Easter candies and chocolates. This colorful collection of scrumptious seasonal treats promises holiday cheer for the whole family.,12938,12/5/23
28ae4b79-78e1-42ed-95a1-38fb306144b2,2704,View,1701840190,Yes,plant,floral,100,Invigorating Organic Indoor Oasis,"Bring natural beauty into your home or office with this lush, organic indoor plant. Its sculptural foliage and delicate blooms create a refreshing oasis that thrives with minimal care. Sustainably grown and stylishly designed.",12938,12/6/23
28ae4b79-78e1-42ed-95a1-38fb306144b2,2704,View,1701840195,Yes,plant,floral,100,Invigorating Organic Indoor Oasis,"Bring natural beauty into your home or office with this lush, organic indoor plant. Its sculptural foliage and delicate blooms create a refreshing oasis that thrives with minimal care. Sustainably grown and stylishly designed.",12938,12/6/23
28ae4b79-78e1-42ed-95a1-38fb306144b2,2704,View,1701840206,Yes,plant,floral,100,Invigorating Organic Indoor Oasis,"Bring natural beauty into your home or office with this lush, organic indoor plant. Its sculptural foliage and delicate blooms create a refreshing oasis that thrives with minimal care. Sustainably grown and stylishly designed.",12938,12/6/23
a47d8064-2c40-408e-8aca-e27e416d22b9,2704,View,1701976154,Yes,kitchen,housewares,64,Elegant White Porcelain Dinner Plates,Brighten your table with these elegant yet durable white porcelain dinner plates. Their timeless round shape and smooth glazed finish add simple sophistication for both everyday and special occasions.,12938,12/7/23
a47d8064-2c40-408e-8aca-e27e416d22b9,2704,View,1701976161,Yes,kitchen,housewares,64,Elegant White Porcelain Dinner Plates,Brighten your table with these elegant yet durable white porcelain dinner plates. Their timeless round shape and smooth glazed finish add simple sophistication for both everyday and special occasions.,12938,12/7/23
678107a8-6a30-43c8-87b3-4f32764fb94d,2704,View,1701988088,No,easter,seasonal,37,Chocolate Egg Holds Sweet Surprise,Indulge in our decadent hollow milk chocolate Easter egg wrapped in festive foil. Crack open the large egg to reveal a sweet surprise inside! A beloved tradition perfect for Easter basket fillers.,12938,12/7/23
678107a8-6a30-43c8-87b3-4f32764fb94d,2704,View,1701988090,No,easter,seasonal,37,Chocolate Egg Holds Sweet Surprise,Indulge in our decadent hollow milk chocolate Easter egg wrapped in festive foil. Crack open the large egg to reveal a sweet surprise inside! A beloved tradition perfect for Easter basket fillers.,12938,12/7/23
678107a8-6a30-43c8-87b3-4f32764fb94d,2704,View,1701988101,No,easter,seasonal,37,Chocolate Egg Holds Sweet Surprise,Indulge in our decadent hollow milk chocolate Easter egg wrapped in festive foil. Crack open the large egg to reveal a sweet surprise inside! A beloved tradition perfect for Easter basket fillers.,12938,12/7/23
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,View,1702187133,No,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,12/10/23
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,View,1702187144,No,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,12/10/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702479397,Yes,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/13/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702479410,Yes,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/13/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702482405,No,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/13/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702482418,No,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/13/23
e1c0c67b-4e01-47bd-bad9-db36ab87c4f7,2704,View,1702850559,No,kitchen,housewares,61,Sturdy All-Purpose Kitchen Pot,"This versatile essential pot effortlessly transitions from stovetop to oven for pasta, soups, steaming veggies - anything! Its durable aluminum core distributes heat evenly while classic stainless exterior cleans up nicely.",12938,12/17/23
e1c0c67b-4e01-47bd-bad9-db36ab87c4f7,2704,View,1702850574,No,kitchen,housewares,61,Sturdy All-Purpose Kitchen Pot,"This versatile essential pot effortlessly transitions from stovetop to oven for pasta, soups, steaming veggies - anything! Its durable aluminum core distributes heat evenly while classic stainless exterior cleans up nicely.",12938,12/17/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702860581,No,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/18/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1702860592,No,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,12/18/23
0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903,2704,View,1703181856,Yes,easter,seasonal,55,Colorful Easter Eggs Filled with Sweets,"Colorful plastic Easter eggs filled with sweet surprises! A festive tradition loved by families, our durable eggs add joy to your seasonal celebrations year after year.",12938,12/21/23
0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903,2704,View,1703181867,Yes,easter,seasonal,55,Colorful Easter Eggs Filled with Sweets,"Colorful plastic Easter eggs filled with sweet surprises! A festive tradition loved by families, our durable eggs add joy to your seasonal celebrations year after year.",12938,12/21/23
0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903,2704,View,1703181877,Yes,easter,seasonal,55,Colorful Easter Eggs Filled with Sweets,"Colorful plastic Easter eggs filled with sweet surprises! A festive tradition loved by families, our durable eggs add joy to your seasonal celebrations year after year.",12938,12/21/23
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,View,1703241771,Yes,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,12/22/23
17a32726-0bdf-415e-b068-3bcbecc60e90,2704,View,1703241791,Yes,kitchen,housewares,76,Floral Teapot with Charm,"This beautifully crafted ceramic teapot adds charm to any kitchen with its classic design, subtle floral details, sturdy handle and spout for easy pouring, and generous capacity to serve multiple cups of tea or coffee.",12938,12/22/23
471622d6-3300-4591-816b-ab8487e70274,2704,View,1704079936,Yes,kitchen,housewares,56,Fresh Brew Coffee Maker,"Make mornings brighter with our sleek and modern coffee maker. Brew fresh, flavorful coffee right at home with programmable settings for easy customization. The durable glass carafe and reusable filter deliver cup after cup of your favorite blend.",12938,1/1/24
